timestamp,price,hour,minute,minutes_from_open,day_of_week,body_size,body_ratio,upper_wick,lower_wick,range,is_bullish,atr_1m,atr_ratio_1m,rsi_1m,ema_short_dist_1m,ema_long_dist_1m,ema_cross_1m,volume_ratio_1m,atr_5m,rsi_5m,ema_cross_5m,volume_ratio_5m,rsi_15m,ema_cross_15m,above_ema50_15m,tf_alignment_bullish,tf_alignment_bearish,has_bullish_ob,has_bearish_ob,num_bullish_obs,num_bearish_obs,bullish_ob_strength,bullish_ob_distance,bullish_ob_age,bearish_ob_strength,bearish_ob_distance,bearish_ob_age,has_bullish_fvg,has_bearish_fvg,num_bullish_fvgs,num_bearish_fvgs,bullish_fvg_size,bullish_fvg_distance,bearish_fvg_size,bearish_fvg_distance,has_bullish_sweep,has_bearish_sweep,num_bullish_sweeps,num_bearish_sweeps,bullish_sweep_strength,bearish_sweep_strength,vwap,distance_to_vwap,distance_to_poc,distance_to_vah,distance_to_val,above_vwap,in_value_area,value_area_width,confluence_long,confluence_short,is_profitable,max_profit_reached,bars_to_target,trade_direction
2025-05-13 15:10:00+00:00,5863.295070842564,15,10,340,1,0.5582523565808515,0.09999999999990225,1.3956308914539477,3.6286403177791726,5.582523565813972,0,10.479286515696783,1.066951977461984,49.573326703553896,0.00012043069650014,0.0002010882539247881,1,1.0,17.094632094419467,63.91704254227659,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.001203123592053059,0.0024468737682989765,0.0028777557256462055,0.001000181890478854,0,1,22.737492509661024,4,2,0,0.0007794019830490457,9,long
2025-05-13 15:11:00+00:00,5862.376696837706,15,11,341,1,0.1093815953745434,0.09999999999933482,0.7109803699395343,0.2734539884386322,1.09381595375271,1,9.211038084043398,0.9312780295310623,46.764317846531384,-2.8964811600140578e-05,4.042198034620807e-05,1,1.0,17.094632094419467,63.91704254227659,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0013599676452142862,0.002603912661861882,0.0030348621192708186,0.0008436829974096098,0,1,22.737492509661024,4,2,0,0.0009361796578570673,8,long
2025-05-13 15:12:00+00:00,5861.20964214028,15,12,342,1,0.9428026757104817,0.10000000000002894,6.128217392117222,2.3570066892743853,9.428026757102089,1,9.255608075767864,0.9327393176601807,52.07221138516293,-0.00018246845488922687,-0.00014425905519513792,1,1.0,17.094632094419467,63.91704254227659,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.001559353424841085,0.002803546129587837,0.0032345813954935397,0.0006447359976577824,0,1,22.737492509661024,4,2,0,0.0011354810549431356,7,long
2025-05-13 15:13:00+00:00,5863.397488896501,15,13,343,1,0.460377213051288,0.09999999999984195,1.1509430326304937,2.992451884838374,4.603772130520156,0,9.089331859795559,0.9147508779064597,55.23610835668244,0.0001525887871194113,0.00020811920570672278,1,1.0,17.094632094419467,63.91704254227659,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0011856352202160487,0.0024293636714343048,0.0028602381024127976,0.0010176317763936364,0,1,22.737492509661024,4,2,0,0.0007619210125084146,6,long
2025-05-13 15:14:00+00:00,5864.312480394394,15,14,344,1,1.014986929596489,0.10000000000003584,2.537467323990313,6.59741504237445,10.149869295961253,0,9.361054548415593,0.9402098421696456,56.409952633824844,0.0002468736398575566,0.00033101254923712295,1,1.0,17.094632094419467,63.91704254227659,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0010294231583415753,0.0022729575542528614,0.0027037647571560557,0.0011735000689726935,0,1,22.737492509661024,4,2,0,0.0005469371730834404,5,long
2025-05-13 15:15:00+00:00,5862.414051377266,15,15,345,1,0.3060170305388965,0.09999999999958391,1.9891106985114675,0.765042576351334,3.060170305401698,1,8.58084491009939,0.8664330812954264,47.4328423160874,-6.150160611391719e-05,6.626498627354344e-06,1,1.0,17.21103633076031,62.28069251239187,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0013535871097901588,0.0025975242001819616,0.0030284709116370277,0.0008500494914585654,0,1,22.737492509661024,4,2,0,0.0008709448808094305,4,long
2025-05-13 15:16:00+00:00,5864.075548346848,15,16,346,1,0.7462630004638413,0.10000000000007313,1.865657501158239,4.850709503010876,7.462630004632956,0,8.566790237097653,0.8690855603476493,56.69212736612795,0.00017748053605264768,0.000263599519764393,1,1.0,17.21103633076031,62.28069251239187,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0010698687407572063,0.002313453380419308,0.0027442779896522536,0.0011331434934442573,0,1,22.737492509661024,4,2,0,0.0005873632611403345,3,long
2025-05-13 15:17:00+00:00,5862.389793314187,15,17,347,1,0.4329583033622839,0.09999999999991598,2.814228971857119,1.082395758407074,4.329583033626477,1,8.75316828036817,0.8896659850997651,51.257981143947205,-8.801813371379898e-05,-2.1708108683385384e-05,1,1.0,17.21103633076031,62.28069251239187,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0013577306245234307,0.0026016728622195702,0.0030326213568949404,0.0008459150951833903,0,1,22.737492509661024,4,2,0,0.0008750863984108077,2,long
2025-05-13 15:18:00+00:00,5861.8030327346505,15,18,348,1,0.8795166384379627,0.09999999999997931,5.716858149848122,2.1987915960953615,8.795166384381446,1,8.093553629497885,0.8283158807981775,44.012950503244724,-0.0001505007496279025,-0.0001107357040342377,1,1.0,17.21103633076031,62.28069251239187,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0014579655247859398,0.002702032279847167,0.0031330239120328004,0.0007459007776378999,0,1,22.737492509661024,4,2,0,0.0,1,long
2025-05-13 15:19:00+00:00,5865.665189615527,15,19,349,1,1.6398700000954705,0.1,4.099675000238676,10.659155000620558,16.398700000954705,0,7.8531906938554,0.8106939293434448,51.20089193756671,0.00040642635185571106,0.0004979743661197632,1,1.0,17.21103633076031,62.28069251239187,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0007985709552991269,0.0020418185737708953,0.002472526426155937,0.0014038442453094392,0,1,22.737492509661024,4,2,0,0.0,2,long
2025-05-13 15:20:00+00:00,5863.25858117804,15,20,350,1,0.019920240280953294,0.10000000000091314,0.12948156182483217,0.04980060070192849,0.19920240280771395,1,7.753013123165991,0.8079057475695461,51.53118802755713,-3.090095100162335e-06,7.974815618321744e-05,1,1.0,17.205506566894005,54.25362467972648,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0012093545241524434,0.0024531124408085875,0.002883997079725775,0.0009939646705289151,0,1,22.737492509661024,4,2,0,0.0,1,long
2025-05-13 15:21:00+00:00,5861.035483585867,15,21,351,1,1.5573699171136468,0.09999999999997664,10.122904461240978,3.8934247927854813,15.573699171140106,1,8.568671310321731,0.8983646089909296,46.90849421170953,-0.0003059139464433315,-0.00027229341920505056,1,1.0,17.205506566894005,54.25362467972648,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.001589114399610819,0.00283334407509482,0.0032643921490579076,0.0006150405166098821,0,1,22.737492509661024,4,2,0,0.001708149520317227,17,long
2025-05-13 15:22:00+00:00,5864.704299365797,15,22,352,1,0.8331226541213255,0.1,2.0828066353033137,5.4152972517886155,8.331226541213255,0,8.166821976357499,0.8651836424143114,50.51210036216219,0.00025588240281488196,0.00032132045325130654,1,1.0,17.205506566894005,54.25362467972648,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0009625447107839367,0.0022059960265699446,0.00263677444738516,0.0012402313399517792,0,1,22.737492509661024,4,2,0,0.0005565460849978278,2,long
2025-05-13 15:23:00+00:00,5862.208516725016,15,23,353,1,0.8861170551172108,0.09999999999997947,5.75976085826278,2.2152926377939366,8.861170551173927,1,7.596719757790262,0.813010029997448,54.0521396767644,-0.000135799743052052,-9.480342610556108e-05,1,1.0,17.205506566894005,54.25362467972648,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.001388695526817448,0.0026326762308365326,0.003063638051696565,0.0008150183360437267,0,1,22.737492509661024,4,2,0,0.0015077068284903106,15,long
2025-05-13 15:24:00+00:00,5861.73613633484,15,24,354,1,1.2564219306186715,0.09999999999995657,8.166742549025003,3.1410548265484977,12.564219306192172,1,8.09541231067442,0.878384085006018,47.01919441973817,-0.00017311823950613052,-0.00015945288969212556,1,1.0,17.205506566894005,54.25362467972648,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0014693945504017274,0.0027134755032339054,0.003144472054062731,0.0007344969033966994,0,1,22.737492509661024,4,2,0,0.0015884154428517608,14,long
2025-05-13 15:25:00+00:00,5861.500897439285,15,25,355,1,1.468632476374296,0.10000000000001238,9.54611109643156,3.671581190935285,14.68632476374114,1,9.051491966036533,0.9981806448557019,48.28048158199125,-0.00017060645152835446,-0.00018144742378764322,0,1.0,17.44782762320795,57.0142323520373,1,1.0,,1,1,0,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0015095863986038108,0.00275371727998406,0.003184731127944521,0.0006943935036996295,0,1,22.737492509661024,4,2,0,0.0015060571372086861,13,long
2025-05-13 15:26:00+00:00,5865.749441964034,15,26,356,1,1.3083459247409337,0.0999999999999861,3.2708648118532437,8.504248510816979,13.083459247411156,0,9.312594286772894,1.033585747590225,57.95119611156945,0.00044305126744981877,0.000493619058305743,1,1.0,17.44782762320795,57.0142323520373,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0007841960436497626,0.00202742580480719,0.0024581274707452237,0.001418187522697082,0,1,22.737492509661024,4,2,0,0.0,1,long
2025-05-13 15:27:00+00:00,5862.5131285169455,15,27,357,1,0.9045809887029463,0.09999999999996984,5.87977642657097,2.2614524717582754,9.045809887032192,1,9.629882697952326,1.0729689597526169,48.505964871387285,-8.699146025713844e-05,-5.285783569668249e-05,1,1.0,17.44782762320795,57.0142323520373,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.001336664120102393,0.00258058018781567,0.0030115196162222224,0.0008669352394367507,0,1,22.737492509661024,4,2,0,0.0012558195826938066,11,long
2025-05-13 15:28:00+00:00,5864.083375525108,15,28,358,1,0.08686573468639835,0.09999999999916238,0.21716433671826962,0.5646272754665915,0.8686573468712595,0,9.038768968209881,1.0178436098885897,49.62133463465876,0.00014464438684643318,0.0001953908800301874,1,1.0,17.44782762320795,57.0142323520373,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.001068532546878116,0.002312115526645903,0.002742939560828871,0.0011344767468178397,0,1,22.737492509661024,4,2,0,0.0009877096575063773,10,long
2025-05-13 15:29:00+00:00,5864.131442526014,15,29,359,1,0.06352578657333652,0.1,0.15881446643288655,0.4129176127271421,0.6352578657333652,0,8.865560936805,1.0113414485742664,53.023441276090736,0.00012227198574387042,0.00018507823582338803,1,1.0,17.44782762320795,57.0142323520373,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0010603270073991683,0.0023038997937896754,0.002734720296602406,0.0011426642287121723,0,1,22.737492509661024,4,2,0,0.0009795047805149497,9,long
2025-05-13 15:30:00+00:00,5864.58976301161,15,30,360,1,0.31368816158556,0.1,0.7842204039634453,2.038973050306595,3.1368816158556,0,8.55657890903519,0.9869174329983901,50.94531397135087,0.00016033032545922197,0.00023928568051400918,1,1.0,17.36054840873268,60.89696687116368,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0009820936656438817,0.002225569266228328,0.0026563561002133943,0.0012207254056522039,0,1,22.737492509661024,4,2,0,0.0,1,long
2025-05-13 15:31:00+00:00,5865.871100908833,15,31,361,1,1.1125288110170004,0.1,2.7813220275429558,7.231437271610048,11.125288110170004,0,9.041986414502585,1.0439221699681518,56.49651091456191,0.0003029878351424773,0.0004160662745594156,1,1.0,17.36054840873268,60.89696687116368,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0007634396466599098,0.002006643623067164,0.0024373363561955097,0.0014388982419596007,0,1,22.737492509661024,4,2,0,0.0,1,long
2025-05-13 15:32:00+00:00,5862.608383807739,15,32,362,1,1.1180005384303513,0.1,7.267003499797283,2.7950013460758782,11.180005384303513,1,9.21233205735416,1.0638548111386197,51.36640861373173,-0.00020269878767382752,-0.00012748373967073147,1,1.0,17.36054840873268,60.89696687116368,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0013203944652186172,0.0025642903218621796,0.002995222748392113,0.0008831690903772911,0,1,22.737492509661024,4,2,0,0.001221013644469527,6,long
2025-05-13 15:33:00+00:00,5864.304419672481,15,33,363,1,0.042694577319707605,0.1,0.27751475257809943,0.10673644329926901,0.42694577319707605,1,8.181964244237406,0.9498427197134648,47.50806748053779,6.925864912948793e-05,0.00014706055109953243,1,1.0,17.36054840873268,60.89696687116368,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0010307991134811457,0.0022743352186803943,0.0027051430137453886,0.00117212714183956,0,1,22.737492509661024,4,2,0,0.0009314470350046586,5,long
2025-05-13 15:34:00+00:00,5864.877337195144,15,34,364,1,0.28386582240455027,0.10000000000012815,0.7096645560104662,1.8451278456268483,2.8386582240418647,0,8.20784488320682,0.9592683438306596,53.17779289712404,0.000133550458918324,0.00022248397767887508,1,1.0,17.36054840873268,60.89696687116368,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5870.349339469463,-0.0009330122285108964,0.0021764268574057367,0.0026071925684985515,0.001269698831336785,0,1,22.737492509661024,4,2,0,0.0008336698553604375,4,long
2025-05-13 15:35:00+00:00,5862.964987409035,15,35,365,1,1.0464186503868405,0.09999999999998262,6.8017212275153724,2.6160466259680106,10.464186503870224,1,7.842879692687542,0.9205839899036591,53.83460904975901,-0.00015406439965482088,-9.419815723639225e-05,1,1.0,17.761514116348735,54.7820168128099,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0012594910725694066,0.0025033112716330466,0.0029342174875245843,0.000943938455499253,0,1,22.737492509661024,4,3,0,0.001141173251919549,3,long
2025-05-13 15:36:00+00:00,5864.642088804852,15,36,366,1,0.01626433143792383,0.09999999998993447,0.040660828599357046,0.10571815435832832,0.1626433143956092,0,7.371651122304813,0.8713840113014475,49.865736585519905,0.00010555832095010622,0.00017436093069270552,1,1.0,17.761514116348735,54.7820168128099,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0009731626548030288,0.0022166271607893407,0.002647410151187285,0.0012296367623942164,0,1,22.737492509661024,4,3,0,0.0008548786692924956,2,long
2025-05-13 15:37:00+00:00,5866.187232330421,15,37,367,1,0.9909753997671942,0.09999999999996328,2.477438499418895,6.441340098489491,9.90975399767558,0,7.4465499399120745,0.887088236874933,58.95432928108916,0.0002951430238036871,0.00039792115182661083,1,1.0,17.761514116348735,54.7820168128099,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0007095080627675932,0.0019526450423633206,0.002383314565270001,0.0014927111408901234,0,1,22.737492509661024,4,3,0,0.0,1,long
2025-05-13 15:38:00+00:00,5860.7135164810925,15,38,368,1,2.7135531151689065,0.1,17.638095248597892,6.783882787922266,27.135531151689065,1,8.487357928876138,1.0087109238563177,48.121430737501015,-0.0005108390438611345,-0.00048697698670364747,1,1.0,17.761514116348735,54.7820168128099,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0016441382028440097,0.002888436231955118,0.0033195079861919477,0.0005601378019395183,0,1,22.737492509661024,4,3,0,0.001973474468528867,3,long
2025-05-13 15:39:00+00:00,5864.28500339966,15,39,369,1,0.3879464515093787,0.10000000000014066,2.5216519348068687,0.9698661287720824,3.87946451508833,1,7.873558935278522,0.9356485019286633,54.55599721277016,7.879639262137687e-05,0.0001112209230750226,1,1.0,17.761514116348735,54.7820168128099,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0010341134624745458,0.002277653684942356,0.002708462906384424,0.0011688200865941879,0,1,22.737492509661024,4,3,0,0.0,1,long
2025-05-13 15:40:00+00:00,5867.148845491969,15,40,370,1,1.4658969946458456,0.09999999999998758,3.6647424866150686,9.52833046519936,14.658969946460275,0,7.986095413782031,0.9477092003341684,52.39873656968668,0.0004534981720718984,0.0005448012896827042,1,1.0,18.279835514177257,56.895141144206605,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0005454939122523481,0.0017884271443528834,0.0022190260814448164,0.001656364352382579,0,1,22.737492509661024,4,3,0,0.0,1,long
2025-05-13 15:41:00+00:00,5868.1718074871615,15,41,371,1,2.092487042722496,0.09999999999998696,5.231217606807149,13.601165777698043,20.924870427227688,0,8.834599738081709,1.0467494792222016,60.49604477011474,0.0005021943314198425,0.0006536637414357502,1,1.0,18.279835514177257,56.895141144206605,1,1.0,,1,1,1,False,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1.0,5870.349339469463,-0.0003710750219554828,0.001613791581214678,0.0020443154546646,0.001830399406384698,0,1,22.737492509661024,4,3,0,0.0,1,long
