timestamp,equity,drawdown
2025-05-14 15:12:00+00:00,102250.0,0.0
2025-05-15 14:32:00+00:00,104499.99999999999,0.0
2025-05-15 14:47:00+00:00,106750.00000000007,0.0
2025-05-15 15:02:00+00:00,109000.00000000001,0.0
2025-05-15 15:11:00+00:00,111250.00000000007,0.0
2025-05-15 15:50:00+00:00,113500.00000000007,0.0
2025-05-16 14:38:00+00:00,115749.99999999997,0.0
2025-05-16 15:03:00+00:00,117999.9999999999,0.0
2025-05-16 15:03:00+00:00,120249.99999999978,0.0
2025-05-19 14:39:00+00:00,122499.99999999983,0.0
2025-05-19 14:53:00+00:00,124749.99999999987,0.0
2025-05-19 14:59:00+00:00,126999.9999999999,0.0
2025-05-19 15:08:00+00:00,129249.99999999997,0.0
2025-05-19 15:19:00+00:00,131500.00000000006,0.0
2025-05-19 15:35:00+00:00,133749.99999999997,0.0
2025-05-21 14:34:00+00:00,137500.0000000001,0.0
2025-05-21 14:38:00+00:00,139750.00000000003,0.0
2025-05-21 14:42:00+00:00,143500.0,0.0
2025-05-21 14:45:00+00:00,145749.9999999999,0.0
2025-05-21 14:47:00+00:00,147999.99999999994,0.0
2025-05-21 15:03:00+00:00,150249.9999999999,0.0
2025-05-21 15:09:00+00:00,152499.9999999999,0.0
2025-05-21 15:11:00+00:00,154749.9999999998,0.0
2025-05-21 15:15:00+00:00,156999.99999999974,0.0
2025-05-21 15:27:00+00:00,159249.99999999983,0.0
2025-05-21 15:35:00+00:00,161499.99999999994,0.0
2025-05-21 15:40:00+00:00,165249.99999999988,0.0
2025-05-21 15:45:00+00:00,167500.0,0.0
2025-05-21 15:52:00+00:00,169749.99999999994,0.0
2025-05-22 14:49:00+00:00,171999.99999999994,0.0
2025-05-22 15:06:00+00:00,174249.9999999999,0.0
2025-05-23 15:00:00+00:00,176499.9999999998,0.0
2025-05-23 15:34:00+00:00,178749.9999999997,0.0
2025-05-27 14:28:00+00:00,180999.9999999997,0.0
2025-05-27 15:09:00+00:00,183249.99999999968,0.0
2025-05-27 15:22:00+00:00,185499.99999999962,0.0
2025-05-27 15:33:00+00:00,189249.99999999962,0.0
2025-05-27 15:38:00+00:00,191499.9999999997,0.0
2025-05-28 14:25:00+00:00,193749.99999999977,0.0
2025-05-28 14:44:00+00:00,195999.99999999968,0.0
2025-05-29 14:58:00+00:00,198249.9999999998,0.0
2025-05-29 15:32:00+00:00,200499.9999999999,0.0
2025-05-29 15:33:00+00:00,202750.00000000003,0.0
2025-05-30 15:02:00+00:00,205000.00000000012,0.0
2025-05-30 15:07:00+00:00,207250.0000000001,0.0
2025-05-30 15:15:00+00:00,209500.00000000015,0.0
2025-05-30 15:23:00+00:00,211750.0000000002,0.0
2025-06-02 14:25:00+00:00,214000.00000000017,0.0
2025-06-02 14:40:00+00:00,216250.0000000003,0.0
2025-06-02 14:48:00+00:00,218500.0000000002,0.0
2025-06-02 15:28:00+00:00,220750.00000000017,0.0
2025-06-02 15:42:00+00:00,223000.00000000015,0.0
2025-06-03 15:24:00+00:00,225250.0000000001,0.0
2025-06-03 15:56:00+00:00,227500.00000000012,0.0
2025-06-05 14:27:00+00:00,229750.0000000002,0.0
2025-06-05 14:36:00+00:00,232000.00000000032,0.0
2025-06-05 15:10:00+00:00,234250.0000000004,0.0
2025-06-05 15:23:00+00:00,236500.0000000003,0.0
2025-06-05 15:41:00+00:00,238750.00000000032,0.0
2025-06-05 15:52:00+00:00,241000.00000000032,0.0
2025-06-06 15:58:00+00:00,243250.0000000002,0.0
2025-06-10 15:07:00+00:00,245500.0000000001,0.0
2025-06-10 15:30:00+00:00,247750.00000000015,0.0
2025-06-10 15:38:00+00:00,250000.0000000002,0.0
2025-06-10 15:40:00+00:00,252250.00000000012,0.0
2025-06-10 15:40:00+00:00,254500.00000000023,0.0
2025-06-10 15:40:00+00:00,256750.00000000012,0.0
2025-06-10 15:40:00+00:00,259000.00000000023,0.0
2025-06-11 14:29:00+00:00,261250.0000000003,0.0
2025-06-11 14:43:00+00:00,263500.00000000023,0.0
2025-06-12 14:43:00+00:00,265750.0000000002,0.0
2025-06-12 15:18:00+00:00,268000.0000000002,0.0
2025-06-12 15:09:00+00:00,270250.0000000002,0.0
2025-06-12 15:09:00+00:00,272500.0000000001,0.0
2025-06-12 15:09:00+00:00,274750.0000000002,0.0
2025-06-12 15:18:00+00:00,277000.0000000002,0.0
2025-06-12 16:15:00+00:00,279250.0000000001,0.0
2025-06-12 16:21:00+00:00,281500.0,0.0
2025-06-13 14:30:00+00:00,283750.0,0.0
2025-06-13 14:47:00+00:00,286000.0,0.0
2025-06-13 15:12:00+00:00,288250.00000000006,0.0
2025-06-16 14:58:00+00:00,290500.00000000006,0.0
2025-06-16 15:53:00+00:00,292749.99999999994,0.0
2025-06-17 14:39:00+00:00,294999.99999999994,0.0
2025-06-17 14:47:00+00:00,297249.99999999994,0.0
2025-06-17 14:59:00+00:00,299499.99999999994,0.0
2025-06-17 15:43:00+00:00,301749.99999999994,0.0
2025-06-20 14:27:00+00:00,304000.0,0.0
2025-06-20 14:54:00+00:00,306250.0,0.0
2025-06-23 15:13:00+00:00,308499.9999999999,0.0
2025-06-23 15:34:00+00:00,310749.99999999994,0.0
2025-06-24 14:43:00+00:00,313000.0,0.0
2025-06-24 15:17:00+00:00,315249.99999999994,0.0
2025-06-24 15:17:00+00:00,317499.99999999994,0.0
2025-06-24 15:17:00+00:00,319749.99999999994,0.0
2025-06-24 15:56:00+00:00,321999.9999999999,0.0
2025-06-24 15:56:00+00:00,324249.9999999998,0.0
2025-06-24 15:56:00+00:00,326499.9999999999,0.0
2025-06-24 15:56:00+00:00,328749.9999999999,0.0
