entry_time,exit_time,direction,entry_price,exit_price,stop_loss,take_profit,pnl,pnl_percent,risk_percent,ml_probability,confidence_tier,exit_reason
2025-05-14 14:44:00+00:00,2025-05-14 15:12:00+00:00,short,5898.762916188683,5889.9147718144,5904.661679104872,5889.9147718144,2250.000000000003,0.0015000000000000022,0.015,0.95460886,high,tp1
2025-05-15 14:28:00+00:00,2025-05-15 14:32:00+00:00,long,5873.981498933717,5882.792471182118,5868.107517434783,5882.792471182118,2249.9999999999814,0.0014999999999999877,0.015,0.9608323,high,tp1
2025-05-15 14:45:00+00:00,2025-05-15 14:47:00+00:00,long,5876.111926874498,5884.92609476481,5870.235814947623,5884.92609476481,2250.000000000088,0.0015000000000000588,0.015,0.9641081,high,tp1
2025-05-15 14:58:00+00:00,2025-05-15 15:02:00+00:00,long,5877.919539132122,5886.73641844082,5872.041619592989,5886.73641844082,2249.999999999937,0.0014999999999999577,0.015,0.9563349,high,tp1
2025-05-15 15:07:00+00:00,2025-05-15 15:11:00+00:00,long,5879.9606946078375,5888.7806356497495,5874.08073391323,5888.7806356497495,2250.000000000059,0.0015000000000000395,0.015,0.9486644,high,tp1
2025-05-15 15:49:00+00:00,2025-05-15 15:50:00+00:00,long,5883.015630739445,5891.840154185555,5877.132615108706,5891.840154185555,2250.000000000007,0.0015000000000000048,0.015,0.9744879,high,tp1
2025-05-16 14:35:00+00:00,2025-05-16 14:38:00+00:00,long,5930.612152435918,5939.508070664571,5924.681540283482,5939.508070664571,2249.999999999905,0.0014999999999999365,0.015,0.9825966,high,tp1
2025-05-16 14:47:00+00:00,2025-05-16 15:03:00+00:00,long,5932.967633112844,5941.867084562513,5927.034665479731,5941.867084562513,2249.9999999999222,0.0014999999999999482,0.015,0.98427385,high,tp1
2025-05-16 14:49:00+00:00,2025-05-16 15:03:00+00:00,long,5933.136593615017,5942.036298505439,5927.203457021402,5942.036298505439,2249.999999999885,0.0014999999999999235,0.015,0.9832177,high,tp1
2025-05-19 14:38:00+00:00,2025-05-19 14:39:00+00:00,long,5908.212270105547,5917.074588510705,5902.304057835441,5917.074588510705,2250.000000000039,0.0015000000000000263,0.015,0.9730848,high,tp1
2025-05-19 14:52:00+00:00,2025-05-19 14:53:00+00:00,short,5920.380698501696,5911.500127453944,5926.301079200198,5911.500127453944,2250.000000000042,0.001500000000000028,0.015,0.9612421,high,tp1
2025-05-19 14:58:00+00:00,2025-05-19 14:59:00+00:00,short,5920.961521616756,5912.080079334331,5926.882483138373,5912.080079334331,2250.000000000034,0.0015000000000000228,0.015,0.97163826,high,tp1
2025-05-19 15:06:00+00:00,2025-05-19 15:08:00+00:00,long,5914.003446716778,5922.874451886853,5908.089443270062,5922.874451886853,2250.0000000000787,0.0015000000000000525,0.015,0.97385275,high,tp1
2025-05-19 15:18:00+00:00,2025-05-19 15:19:00+00:00,long,5915.858380074257,5924.732167644369,5909.942521694183,5924.732167644369,2250.000000000091,0.0015000000000000607,0.015,0.97133476,high,tp1
2025-05-19 15:31:00+00:00,2025-05-19 15:35:00+00:00,long,5919.091837780453,5927.970475537123,5913.172745942672,5927.970475537123,2249.9999999999004,0.0014999999999999337,0.015,0.9682579,high,tp1
2025-05-21 14:33:00+00:00,2025-05-21 14:34:00+00:00,short,5907.804441834579,5893.034930729992,5913.712246276414,5893.034930729992,3750.0000000001032,0.002500000000000069,0.015,0.9921163,high,tp2
2025-05-21 14:36:00+00:00,2025-05-21 14:38:00+00:00,short,5905.274370434972,5896.41645887932,5911.179644805407,5896.41645887932,2249.999999999937,0.0014999999999999577,0.015,0.9829131,high,tp1
2025-05-21 14:41:00+00:00,2025-05-21 14:42:00+00:00,short,5907.940687198473,5893.170835480477,5913.848627885672,5893.170835480477,3749.9999999999695,0.0024999999999999797,0.015,0.99682766,high,tp2
2025-05-21 14:44:00+00:00,2025-05-21 14:45:00+00:00,short,5901.681665263445,5892.82914276555,5907.583346928709,5892.82914276555,2249.9999999999127,0.001499999999999942,0.015,0.9887355,high,tp1
2025-05-21 14:45:00+00:00,2025-05-21 14:47:00+00:00,short,5900.538413800473,5891.687606179772,5906.438952214274,5891.687606179772,2250.000000000032,0.0015000000000000213,0.015,0.9690103,high,tp1
2025-05-21 15:02:00+00:00,2025-05-21 15:03:00+00:00,short,5899.456707024657,5890.60752196412,5905.356163731682,5890.60752196412,2249.999999999981,0.0014999999999999875,0.015,0.9922078,high,tp1
2025-05-21 15:07:00+00:00,2025-05-21 15:09:00+00:00,short,5898.118317441913,5889.27113996575,5904.016435759355,5889.27113996575,2250.0,0.0015,0.015,0.9923091,high,tp1
2025-05-21 15:10:00+00:00,2025-05-21 15:11:00+00:00,short,5897.0139742271485,5888.168453265808,5902.910988201375,5888.168453265808,2249.999999999892,0.001499999999999928,0.015,0.9905267,high,tp1
2025-05-21 15:14:00+00:00,2025-05-21 15:15:00+00:00,short,5897.940539342756,5889.093628533742,5903.838479882099,5889.093628533742,2249.9999999999495,0.0014999999999999662,0.015,0.99587053,high,tp1
2025-05-21 15:25:00+00:00,2025-05-21 15:27:00+00:00,short,5893.661760362879,5884.821267722335,5899.555422123242,5884.821267722335,2250.000000000085,0.0015000000000000566,0.015,0.96922183,high,tp1
2025-05-21 15:34:00+00:00,2025-05-21 15:35:00+00:00,short,5893.434518198473,5884.5943664211745,5899.3279527166715,5884.5943664211745,2250.000000000115,0.0015000000000000766,0.015,0.99073875,high,tp1
2025-05-21 15:39:00+00:00,2025-05-21 15:40:00+00:00,short,5896.991587722095,5882.24910875279,5902.888579309817,5882.24910875279,3749.9999999999427,0.002499999999999962,0.015,0.9938507,high,tp2
2025-05-21 15:44:00+00:00,2025-05-21 15:45:00+00:00,short,5894.674142664068,5885.832131450072,5900.568816806733,5885.832131450072,2250.0000000001155,0.001500000000000077,0.015,0.9835687,high,tp1
2025-05-21 15:50:00+00:00,2025-05-21 15:52:00+00:00,short,5889.952329903168,5881.1174014083135,5895.842282233071,5881.1174014083135,2249.9999999999272,0.0014999999999999515,0.015,0.9453644,high,tp1
