timestamp,Open,High,Low,Close,Volume
2025-09-09 09:30:00-04:00,4508.3,4508.3,4505.5,4507.15,1308
2025-09-09 09:31:00-04:00,4507.15,4509.59,4505.85,4509.54,910
2025-09-09 09:32:00-04:00,4509.54,4513.46,4507.39,4511.13,1186
2025-09-09 09:33:00-04:00,4511.13,4517.44,4508.68,4510.49,1010
2025-09-09 09:34:00-04:00,4510.49,4514.45,4510.45,4510.82,1238
2025-09-09 09:35:00-04:00,4510.82,4510.82,4505.69,4509.22,1259
2025-09-09 09:36:00-04:00,4509.22,4511.64,4503.73,4506.39,1342
2025-09-09 09:37:00-04:00,4506.39,4509.79,4503.11,4509.14,831
2025-09-09 09:38:00-04:00,4509.14,4515.37,4509.14,4515.25,1042
2025-09-09 09:39:00-04:00,4515.25,4523.36,4515.25,4518.37,1139
2025-09-09 09:40:00-04:00,4518.37,4521.81,4511.13,4517.04,1209
2025-09-09 09:41:00-04:00,4517.04,4519.69,4512.53,4519.01,1544
2025-09-09 09:42:00-04:00,4519.01,4530.16,4517.26,4523.67,1460
2025-09-09 09:43:00-04:00,4523.67,4523.67,4513.99,4520.5,863
2025-09-09 09:44:00-04:00,4520.5,4526.09,4516.37,4521.09,1078
2025-09-09 09:45:00-04:00,4521.09,4521.09,4511.25,4516.65,1517
2025-09-09 09:46:00-04:00,4516.65,4516.65,4511.56,4513.47,1246
2025-09-09 09:47:00-04:00,4513.47,4520.4,4509.41,4513.96,1358
2025-09-09 09:48:00-04:00,4513.96,4514.06,4506.82,4508.85,888
2025-09-09 09:49:00-04:00,4508.85,4515.47,4501.8,4508.68,1328
2025-09-09 09:50:00-04:00,4508.68,4510.83,4500.25,4503.21,4321
2025-09-09 09:51:00-04:00,4503.21,4504.36,4496.12,4497.73,4321
2025-09-09 09:52:00-04:00,4497.73,4499.12,4490.72,4492.26,4321
2025-09-09 09:53:00-04:00,4492.26,4492.26,4477.82,4483.89,2154
2025-09-09 09:54:00-04:00,4483.89,4487.71,4480.32,4482.89,857
