timestamp,Open,High,Low,Close,Volume
2025-09-29 09:30:00-04:00,4500.0,4512.89,4498.95,4506.03,117194
2025-09-29 09:35:00-04:00,4506.03,4515.09,4501.9,4504.12,140263
2025-09-29 09:40:00-04:00,4504.12,4506.49,4496.52,4499.09,108693
2025-09-29 09:45:00-04:00,4499.09,4510.06,4488.27,4490.98,98431
2025-09-29 09:50:00-04:00,4490.98,4497.32,4476.45,4483.02,147435
2025-09-29 09:55:00-04:00,4483.02,4494.49,4479.43,4481.2,91394
2025-09-29 10:00:00-04:00,4481.2,4488.87,4479.88,4485.13,38792
2025-09-29 10:05:00-04:00,4485.13,4487.83,4483.76,4485.07,53483
2025-09-29 10:10:00-04:00,4485.07,4489.89,4481.38,4485.15,49457
2025-09-29 10:15:00-04:00,4485.15,4491.33,4472.81,4474.39,70757
2025-09-29 10:20:00-04:00,4474.39,4479.07,4454.33,4455.1,41534
2025-09-29 10:25:00-04:00,4455.1,4458.7,4453.76,4458.19,53247
2025-09-29 10:30:00-04:00,4458.19,4463.22,4457.16,4459.56,69099
2025-09-29 10:35:00-04:00,4459.56,4462.67,4459.26,4460.14,79216
2025-09-29 10:40:00-04:00,4460.14,4460.76,4456.66,4460.15,78190
2025-09-29 10:45:00-04:00,4460.15,4461.45,4454.82,4456.8,43986
2025-09-29 10:50:00-04:00,4456.8,4462.03,4456.33,4459.12,52662
2025-09-29 10:55:00-04:00,4459.12,4462.36,4456.52,4461.98,53599
2025-09-29 11:00:00-04:00,4461.98,4471.25,4459.86,4468.74,40965
2025-09-29 11:05:00-04:00,4468.74,4476.81,4466.49,4476.65,77716
2025-09-29 11:10:00-04:00,4476.65,4478.41,4471.3,4472.67,53419
2025-09-29 11:15:00-04:00,4472.67,4477.53,4470.34,4474.36,75151
2025-09-29 11:20:00-04:00,4474.36,4475.31,4469.11,4471.06,63827
2025-09-29 11:25:00-04:00,4471.06,4481.79,4469.7,4481.49,57890
2025-09-29 11:30:00-04:00,4481.49,4486.53,4480.91,4483.93,33627
2025-09-29 11:35:00-04:00,4483.93,4487.7,4483.46,4485.54,48047
2025-09-29 11:40:00-04:00,4485.54,4486.28,4481.72,4482.6,57251
2025-09-29 11:45:00-04:00,4482.6,4485.62,4473.95,4476.24,51959
2025-09-29 11:50:00-04:00,4476.24,4482.82,4468.12,4470.57,30663
2025-09-29 11:55:00-04:00,4470.57,4475.22,4469.67,4474.86,60303
2025-09-29 12:00:00-04:00,4474.86,4476.28,4470.36,4470.38,47675
2025-09-29 12:05:00-04:00,4470.38,4470.54,4468.51,4470.52,53664
2025-09-29 12:10:00-04:00,4470.52,4470.61,4468.35,4469.73,76717
2025-09-29 12:15:00-04:00,4469.73,4469.77,4465.44,4466.74,68559
2025-09-29 12:20:00-04:00,4466.74,4473.14,4466.5,4471.76,42688
2025-09-29 12:25:00-04:00,4471.76,4472.66,4468.88,4470.42,70545
2025-09-29 12:30:00-04:00,4470.42,4474.38,4469.32,4471.93,45708
2025-09-29 12:35:00-04:00,4471.93,4472.4,4469.91,4470.87,77011
2025-09-29 12:40:00-04:00,4470.87,4471.5,4470.14,4471.09,48227
2025-09-29 12:45:00-04:00,4471.09,4471.25,4467.86,4468.55,53078
2025-09-29 12:50:00-04:00,4468.55,4468.91,4466.1,4467.0,61065
2025-09-29 12:55:00-04:00,4467.0,4467.02,4464.03,4464.45,75936
2025-09-29 13:00:00-04:00,4464.45,4464.91,4459.99,4463.2,72642
2025-09-29 13:05:00-04:00,4463.2,4469.88,4462.54,4468.72,36295
2025-09-29 13:10:00-04:00,4468.72,4473.54,4467.26,4473.03,78354
2025-09-29 13:15:00-04:00,4473.03,4479.43,4472.66,4478.16,32200
2025-09-29 13:20:00-04:00,4478.16,4487.78,4475.5,4486.72,54736
2025-09-29 13:25:00-04:00,4486.72,4489.88,4485.86,4489.87,51295
2025-09-29 13:30:00-04:00,4489.87,4496.37,4488.91,4493.52,74064
2025-09-29 13:35:00-04:00,4493.52,4499.38,4486.65,4497.95,75525
2025-09-29 13:40:00-04:00,4497.95,4499.79,4493.98,4494.15,40677
2025-09-29 13:45:00-04:00,4494.15,4496.2,4492.19,4495.88,78404
2025-09-29 13:50:00-04:00,4495.88,4508.59,4492.72,4508.38,70764
2025-09-29 13:55:00-04:00,4508.38,4514.7,4508.31,4508.42,74080
2025-09-29 14:00:00-04:00,4508.42,4508.97,4499.85,4500.59,63828
2025-09-29 14:05:00-04:00,4500.59,4503.35,4498.92,4503.07,75236
2025-09-29 14:10:00-04:00,4503.07,4504.9,4502.58,4504.78,65743
2025-09-29 14:15:00-04:00,4504.78,4505.79,4500.92,4502.84,56641
2025-09-29 14:20:00-04:00,4502.84,4506.45,4501.42,4506.24,66631
2025-09-29 14:25:00-04:00,4506.24,4515.82,4503.81,4514.39,48070
2025-09-29 14:30:00-04:00,4514.39,4517.43,4513.58,4514.85,70864
2025-09-29 14:35:00-04:00,4514.85,4518.53,4513.21,4517.59,69974
2025-09-29 14:40:00-04:00,4517.59,4523.24,4516.9,4521.88,38716
2025-09-29 14:45:00-04:00,4521.88,4525.92,4520.76,4523.24,42039
2025-09-29 14:50:00-04:00,4523.24,4529.23,4522.53,4527.76,43403
2025-09-29 14:55:00-04:00,4527.76,4534.93,4523.23,4531.4,63621
2025-09-29 15:00:00-04:00,4531.4,4533.46,4521.45,4523.32,34777
2025-09-29 15:05:00-04:00,4523.32,4531.05,4518.4,4528.91,32491
2025-09-29 15:10:00-04:00,4528.91,4540.19,4523.43,4537.87,62093
2025-09-29 15:15:00-04:00,4537.87,4547.6,4533.82,4536.7,37987
2025-09-29 15:20:00-04:00,4536.7,4545.73,4521.15,4525.03,62217
2025-09-29 15:25:00-04:00,4525.03,4536.34,4517.52,4532.84,31081
2025-09-29 15:30:00-04:00,4532.84,4536.61,4530.55,4531.99,100056
