Datetime,Open,High,Low,Close,Volume
2025-05-13 09:30:00-04:00,5854.592758240518,5855.035516481037,5853.264483518962,5854.4156549443105,9128591.938461538
2025-05-13 09:31:00-04:00,5859.012429191314,5863.791781459553,5844.6743723866,5857.100688284019,9128591.938461538
2025-05-13 09:32:00-04:00,5853.253748424454,5856.440964689553,5852.191343002754,5853.678710593134,9128591.938461538
2025-05-13 09:33:00-04:00,5863.09917309108,5871.79911541293,5836.999346125531,5859.619196162341,9128591.938461538
2025-05-13 09:34:00-04:00,5854.127705911897,5855.191511253129,5853.773104131486,5854.269546624061,9128591.938461538
2025-05-13 09:35:00-04:00,5855.206773127319,5855.848161639254,5853.282607591515,5854.950217722545,9128591.938461538
2025-05-13 09:36:00-04:00,5856.2427928850175,5857.837124231573,5851.45979884535,5855.6050603463955,9128591.938461538
2025-05-13 09:37:00-04:00,5851.940003808338,5860.314607767941,5849.148469155136,5853.0566176696175,9128591.938461538
2025-05-13 09:38:00-04:00,5851.18842373318,5862.0669986874855,5847.562232081744,5852.638900393754,9128591.938461538
2025-05-13 09:39:00-04:00,5852.062449184447,5860.568178554181,5849.227206061202,5853.1965464337445,9128591.938461538
2025-05-13 09:40:00-04:00,5861.7222178697975,5868.463666508827,5841.49787195271,5859.025638414186,9128591.938461538
2025-05-13 09:41:00-04:00,5850.593734413739,5864.0040696340575,5846.123622673634,5852.381779109782,9128591.938461538
2025-05-13 09:42:00-04:00,5856.983253008539,5858.819582940156,5851.4742632136895,5856.248721035892,9128591.938461538
2025-05-13 09:43:00-04:00,5857.594987768421,5859.959975536842,5850.500024463157,5856.648992661052,9128591.938461538
2025-05-13 09:44:00-04:00,5852.875342679324,5860.188545410581,5850.437608435572,5853.850436376825,9128591.938461538
2025-05-13 09:45:00-04:00,5858.233759254007,5861.071364661861,5849.7209430304465,5857.098717090866,9128591.938461538
2025-05-13 09:46:00-04:00,5858.401165068226,5861.323099367221,5849.63536217124,5857.232391348628,9128591.938461538
2025-05-13 09:47:00-04:00,5858.617948003251,5861.673588314194,5849.451027070421,5857.395691878874,9128591.938461538
2025-05-13 09:48:00-04:00,5851.914052671352,5863.10804850345,5848.182720727319,5853.4065854489645,9128591.938461538
2025-05-13 09:49:00-04:00,5853.766440418918,5859.652503777548,5851.804419299375,5854.5512488667355,9128591.938461538
2025-05-13 09:50:00-04:00,5858.627505081214,5861.443471700888,5850.179605222189,5857.501118433343,9128591.938461538
2025-05-13 09:51:00-04:00,5854.739577097388,5858.20469195907,5853.584538810161,5855.201592412279,9128591.938461538
2025-05-13 09:52:00-04:00,5854.495360110438,5858.942356702199,5853.0130279131845,5855.08829298934,9128591.938461538
2025-05-13 09:53:00-04:00,5855.5316615949605,5857.118984502385,5855.0025539591525,5855.743304649283,9128591.938461538
2025-05-13 09:54:00-04:00,5850.571356155252,5867.288826151033,5844.998866156658,5852.800352154689,9128591.938461538
2025-05-13 09:55:00-04:00,5857.547703493021,5858.868483909119,5853.585362244726,5857.019391326582,9128591.938461538
2025-05-13 09:56:00-04:00,5859.117795582803,5861.925591165607,5850.694408834392,5857.994677349682,9128591.938461538
2025-05-13 09:57:00-04:00,5858.437619586804,5860.482162250532,5852.303991595621,5857.619802521313,9128591.938461538
2025-05-13 09:58:00-04:00,5853.186113545756,5863.056234446948,5849.896073245359,5854.502129665915,9128591.938461538
2025-05-13 09:59:00-04:00,5859.971644973904,5863.384059178577,5849.7344023598835,5858.606679292035,9128591.938461538
2025-05-13 10:00:00-04:00,5857.654499138387,5858.666690584466,5854.617924800149,5857.249622559955,9128591.938461538
2025-05-13 10:01:00-04:00,5856.135061293378,5857.9060312593965,5855.544737971372,5856.371190622181,9128591.938461538
2025-05-13 10:02:00-04:00,5861.369277259357,5865.930092980253,5847.68683009667,5859.544950970999,9128591.938461538
2025-05-13 10:03:00-04:00,5860.058210044824,5863.224881628109,5850.558195294968,5858.79154141151,9128591.938461538
2025-05-13 10:04:00-04:00,5853.696987102962,5863.529871947921,5850.41935882131,5855.008038415624,9128591.938461538
2025-05-13 10:05:00-04:00,5860.749952480738,5864.442212653784,5849.673171961601,5859.27304841152,9128591.938461538
2025-05-13 10:06:00-04:00,5857.418807940929,5857.696846651088,5856.584691810451,5857.307592456865,9128591.938461538
2025-05-13 10:07:00-04:00,5859.1282423608045,5861.032638567763,5853.415053739928,5858.3664838780205,9128591.938461538
2025-05-13 10:08:00-04:00,5854.768658059357,5862.383453112053,5852.230393041792,5855.783964066383,9128591.938461538
2025-05-13 10:09:00-04:00,5858.091568146202,5858.793136292404,5855.986863707595,5857.810940887721,9128591.938461538
2025-05-13 10:10:00-04:00,5858.133645661465,5858.794214399854,5856.1519394462985,5857.869418166109,9128591.938461538
2025-05-13 10:11:00-04:00,5858.434536967352,5859.3129200885505,5855.799387603756,5858.0831837188725,9128591.938461538
2025-05-13 10:12:00-04:00,5856.907766806344,5859.102158695004,5856.176302843457,5857.200352391498,9128591.938461538
2025-05-13 10:13:00-04:00,5853.80952872599,5865.547865624942,5849.896749759673,5855.374640312517,9128591.938461538
2025-05-13 10:14:00-04:00,5859.400362252679,5860.995339889974,5854.615429340794,5858.762371197761,9128591.938461538
2025-05-13 10:15:00-04:00,5857.676488548989,5858.312407517405,5857.464515559518,5857.761277744778,9128591.938461538
2025-05-13 10:16:00-04:00,5856.201446813831,5861.511721756952,5854.431355166124,5856.909483472914,9128591.938461538
2025-05-13 10:17:00-04:00,5856.702775070376,5860.758296013092,5855.3509347561385,5857.243511196072,9128591.938461538
2025-05-13 10:18:00-04:00,5855.314234813856,5863.784607295365,5852.490777320019,5856.44361781139,9128591.938461538
2025-05-13 10:19:00-04:00,5859.374111795137,5860.527454359505,5855.9140841020335,5858.91277476939,9128591.938461538
2025-05-13 10:20:00-04:00,5860.507349256179,5862.710852358511,5853.896839949181,5859.625948015246,9128591.938461538
2025-05-13 10:21:00-04:00,5855.27251490868,5864.615739413406,5852.158106740439,5856.518278175977,9128591.938461538
2025-05-13 10:22:00-04:00,5858.029234255391,5859.351531489215,5857.588468510784,5858.205540553235,9128591.938461538
2025-05-13 10:23:00-04:00,5859.07031279177,5859.587548660464,5857.518605185689,5858.863418444293,9128591.938461538
2025-05-13 10:24:00-04:00,5855.942319943766,5864.023821650928,5853.248486041379,5857.019853504721,9128591.938461538
2025-05-13 10:25:00-04:00,5858.120688973016,5859.91631436166,5857.522147176801,5858.360105691501,9128591.938461538
2025-05-13 10:26:00-04:00,5863.665663745986,5868.529019799665,5849.07559558495,5861.720321324515,9128591.938461538
2025-05-13 10:27:00-04:00,5864.265887426651,5869.646390237916,5848.124378992852,5862.113686302144,9128591.938461538
2025-05-13 10:28:00-04:00,5860.23121372728,5861.493965916098,5856.442957160824,5859.726112851752,9128591.938461538
2025-05-13 10:29:00-04:00,5862.595395260819,5866.139252060099,5851.963824862977,5861.177852541106,9128591.938461538
2025-05-13 10:30:00-04:00,5860.344095098983,5861.5535748133525,5856.715655955878,5859.860303213236,9128591.938461538
2025-05-13 10:31:00-04:00,5856.710335300972,5864.232406321133,5854.202978294252,5857.71327810366,9128591.938461538
2025-05-13 10:32:00-04:00,5856.48935701555,5864.923593661207,5853.677944800332,5857.613921901638,9128591.938461538
2025-05-13 10:33:00-04:00,5863.145379229758,5866.90691230567,5851.860780002023,5861.640765999394,9128591.938461538
2025-05-13 10:34:00-04:00,5856.393951937585,5865.6128653556,5853.320980798247,5857.623140393321,9128591.938461538
2025-05-13 10:35:00-04:00,5858.74850512334,5861.152989753319,5857.947010246679,5859.069103074004,9128591.938461538
2025-05-13 10:36:00-04:00,5864.696958931929,5869.76084094078,5849.505312905372,5862.671406128387,9128591.938461538
2025-05-13 10:37:00-04:00,5864.417556557246,5869.118959268339,5850.313348423968,5862.536995472809,9128591.938461538
2025-05-13 10:38:00-04:00,5863.444480278207,5867.089729787185,5852.508731751275,5861.986380474616,9128591.938461538
2025-05-13 10:39:00-04:00,5860.421243121292,5860.9601785502755,5858.804436834339,5860.205668949698,9128591.938461538
2025-05-13 10:40:00-04:00,5859.074774767327,5861.746604311499,5858.184164919269,5859.431018706549,9128591.938461538
2025-05-13 10:41:00-04:00,5858.950891935737,5862.243600743911,5857.853322333011,5859.389919776826,9128591.938461538
2025-05-13 10:42:00-04:00,5855.901450792735,5868.591713799144,5851.671363123933,5857.593485860257,9128591.938461538
2025-05-13 10:43:00-04:00,5866.277011201639,5872.339407018662,5848.089823750568,5863.8520528748295,9128591.938461538
2025-05-13 10:44:00-04:00,5860.668033082244,5861.038373856794,5859.55701075859,5860.519896772423,9128591.938461538
2025-05-13 10:45:00-04:00,5858.96018017525,5863.221947341808,5857.53959111973,5859.5284157974575,9128591.938461538
2025-05-13 10:46:00-04:00,5858.979567440813,5863.432403579912,5857.4952887277805,5859.573278926026,9128591.938461538
2025-05-13 10:47:00-04:00,5857.651218692212,5866.338331846345,5854.7555143075015,5858.8095004460965,9128591.938461538
2025-05-13 10:48:00-04:00,5860.718468778623,5860.806937557246,5860.453062442754,5860.683081267174,9128591.938461538
2025-05-13 10:49:00-04:00,5863.362764593088,5866.0124522631,5855.413701583054,5862.302889525084,9128591.938461538
2025-05-13 10:50:00-04:00,5860.5366455103085,5861.3151705178425,5860.277137174464,5860.640448844646,9128591.938461538
2025-05-13 10:51:00-04:00,5861.033435206719,5861.187639644209,5860.570821894251,5860.971753431724,9128591.938461538
2025-05-13 10:52:00-04:00,5867.336569742496,5873.710831792685,5848.213783591929,5864.78686492242,9128591.938461538
2025-05-13 10:53:00-04:00,5859.839507871,5863.457138104153,5858.633631126615,5860.321858568754,9128591.938461538
2025-05-13 10:54:00-04:00,5862.509377829568,5863.890294120674,5858.366628956248,5861.957011313125,9128591.938461538
2025-05-13 10:55:00-04:00,5857.759440143221,5868.115735098172,5854.307341824904,5859.140279470548,9128591.938461538
2025-05-13 10:56:00-04:00,5865.034242144743,5868.77386890487,5853.81536186436,5863.538391440692,9128591.938461538
2025-05-13 10:57:00-04:00,5866.141864215647,5870.906036123602,5851.849348491783,5864.236195452465,9128591.938461538
2025-05-13 10:58:00-04:00,5859.259757512529,5865.862792667249,5857.058745794289,5860.140162199825,9128591.938461538
2025-05-13 10:59:00-04:00,5859.810936365313,5865.009665730912,5858.07802657678,5860.504100280727,9128591.938461538
2025-05-13 11:00:00-04:00,5860.040485163103,5864.799798904563,5858.454047249283,5860.675060328631,9128591.938461538
2025-05-13 11:01:00-04:00,5865.205776310457,5868.701552620914,5854.718447379086,5863.807465786274,9128591.938461538
2025-05-13 11:02:00-04:00,5859.878228066413,5865.622774636406,5857.963379209748,5860.644167609078,9128591.938461538
2025-05-13 11:03:00-04:00,5861.632001750772,5862.364458036917,5861.387849655391,5861.729662588925,9128591.938461538
2025-05-13 11:04:00-04:00,5866.466673643371,5870.974116517513,5852.944345020947,5864.663696493715,9128591.938461538
2025-05-13 11:05:00-04:00,5866.983252967294,5871.924198242282,5852.160417142332,5865.006874857299,9128591.938461538
2025-05-13 11:06:00-04:00,5862.624047128487,5863.1227096415905,5861.128059589178,5862.424582123246,9128591.938461538
2025-05-13 11:07:00-04:00,5863.247082676201,5864.285703813941,5860.131219262981,5862.831634221105,9128591.938461538
2025-05-13 11:08:00-04:00,5865.780817765716,5869.270097069894,5855.312979853182,5864.385106044045,9128591.938461538
2025-05-13 11:09:00-04:00,5858.163964981836,5870.795916190173,5853.953314579057,5859.848225142948,9128591.938461538
2025-05-13 11:10:00-04:00,5863.853323199145,5865.248954090599,5859.666430524785,5863.295070842564,9128591.938461538
2025-05-13 11:11:00-04:00,5862.267315242331,5863.087677207645,5861.993861253893,5862.376696837706,9128591.938461538
2025-05-13 11:12:00-04:00,5860.26683946457,5867.3378595323975,5857.9098327752945,5861.20964214028,9128591.938461538
2025-05-13 11:13:00-04:00,5863.857866109553,5865.008809142183,5860.405037011663,5863.397488896501,9128591.938461538
2025-05-13 11:14:00-04:00,5865.32746732399,5867.864934647981,5857.715065352019,5864.312480394394,9128591.938461538
2025-05-13 11:15:00-04:00,5862.1080343467265,5864.403162075778,5861.342991770376,5862.414051377266,9128591.938461538
2025-05-13 11:16:00-04:00,5864.821811347312,5866.68746884847,5859.2248388438375,5864.075548346848,9128591.938461538
2025-05-13 11:17:00-04:00,5861.956835010825,5865.204022286044,5860.874439252418,5862.389793314187,9128591.938461538
2025-05-13 11:18:00-04:00,5860.923516096213,5867.519890884499,5858.724724500117,5861.8030327346505,9128591.938461538
2025-05-13 11:19:00-04:00,5867.305059615623,5871.404734615861,5855.006034614907,5865.665189615527,9128591.938461538
2025-05-13 11:20:00-04:00,5863.238660937759,5863.388062739865,5863.188860337057,5863.25858117804,9128591.938461538
2025-05-13 11:21:00-04:00,5859.478113668753,5871.158388047108,5855.584688875968,5861.035483585867,9128591.938461538
2025-05-13 11:22:00-04:00,5865.537422019918,5867.620228655222,5859.289002114008,5864.704299365797,9128591.938461538
2025-05-13 11:23:00-04:00,5861.322399669899,5867.968277583279,5859.107107032105,5862.208516725016,9128591.938461538
2025-05-13 11:24:00-04:00,5860.479714404221,5869.902878883865,5857.338659577673,5861.73613633484,9128591.938461538
2025-05-13 11:25:00-04:00,5860.032264962911,5871.0470085357165,5856.360683771975,5861.500897439285,9128591.938461538
2025-05-13 11:26:00-04:00,5867.057787888775,5870.3286527006285,5857.245193453217,5865.749441964034,9128591.938461538
2025-05-13 11:27:00-04:00,5861.6085475282425,5868.3929049435155,5859.347095056484,5862.5131285169455,9128591.938461538
