timestamp,Open,High,Low,Close,Volume
2025-09-09 09:30:00-04:00,4508.3,4530.16,4503.11,4521.09,17419
2025-09-09 09:45:00-04:00,4521.09,4521.09,4477.82,4482.31,28446
2025-09-09 10:00:00-04:00,4482.31,4486.49,4472.74,4477.28,9865
2025-09-09 10:15:00-04:00,4477.28,4488.94,4474.12,4475.24,9192
2025-09-09 10:30:00-04:00,4475.24,4479.53,4463.31,4475.24,9676
2025-09-09 10:45:00-04:00,4475.24,4480.99,4459.09,4461.79,11958
2025-09-09 11:00:00-04:00,4461.79,4461.79,4453.11,4458.88,7682
2025-09-09 11:15:00-04:00,4458.88,4468.18,4456.7,4467.07,5098
2025-09-09 11:30:00-04:00,4467.07,4494.61,4461.89,4491.96,7090
2025-09-09 11:45:00-04:00,4491.96,4504.42,4491.96,4499.95,5787
2025-09-09 12:00:00-04:00,4499.95,4515.1,4496.36,4512.14,5815
2025-09-09 12:15:00-04:00,4512.14,4514.53,4498.09,4500.22,7683
2025-09-09 12:30:00-04:00,4500.22,4503.17,4495.9,4499.46,4687
2025-09-09 12:45:00-04:00,4499.46,4504.49,4493.92,4499.73,5823
2025-09-09 13:00:00-04:00,4499.73,4504.35,4497.78,4502.67,4969
2025-09-09 13:15:00-04:00,4502.67,4502.67,4488.27,4495.02,8227
2025-09-09 13:30:00-04:00,4495.02,4503.18,4488.16,4491.32,9959
2025-09-09 13:45:00-04:00,4491.32,4510.8,4486.95,4508.13,15422
2025-09-09 14:00:00-04:00,4508.13,4524.62,4502.19,4522.09,15056
2025-09-09 14:15:00-04:00,4522.09,4551.85,4519.18,4548.34,11779
2025-09-09 14:30:00-04:00,4548.34,4548.34,4531.46,4533.5,8376
2025-09-09 14:45:00-04:00,4533.5,4540.86,4529.87,4537.38,8618
2025-09-09 15:00:00-04:00,4537.38,4546.35,4536.53,4540.57,8513
2025-09-09 15:15:00-04:00,4540.57,4552.05,4536.77,4541.39,15440
2025-09-09 15:30:00-04:00,4541.39,4544.11,4495.55,4498.21,12042
2025-09-09 15:45:00-04:00,4498.21,4512.62,4492.02,4506.79,9472
2025-09-09 16:00:00-04:00,4506.79,4529.93,4504.06,4522.4,15764
2025-09-09 16:15:00-04:00,4522.4,4536.09,4516.81,4530.09,17193
2025-09-09 16:30:00-04:00,4530.09,4530.09,4517.08,4524.85,5456
2025-09-10 09:30:00-04:00,4537.73,4549.99,4525.52,4546.08,16358
2025-09-10 09:45:00-04:00,4546.08,4569.06,4533.28,4564.52,19165
2025-09-10 10:00:00-04:00,4564.52,4573.57,4556.83,4570.68,8536
2025-09-10 10:15:00-04:00,4570.68,4572.27,4552.46,4568.01,13112
2025-09-10 10:30:00-04:00,4568.01,4576.19,4555.15,4559.32,16062
2025-09-10 10:45:00-04:00,4559.32,4570.47,4551.0,4554.99,9093
2025-09-10 11:00:00-04:00,4554.99,4555.45,4526.19,4535.1,12268
2025-09-10 11:15:00-04:00,4535.1,4551.47,4532.9,4549.87,7895
2025-09-10 11:30:00-04:00,4549.87,4581.92,4548.09,4581.34,7623
2025-09-10 11:45:00-04:00,4581.34,4581.73,4556.49,4558.65,10419
2025-09-10 12:00:00-04:00,4558.65,4567.43,4556.98,4565.86,5251
2025-09-10 12:15:00-04:00,4565.86,4577.08,4565.73,4567.47,6932
2025-09-10 12:30:00-04:00,4567.47,4571.64,4563.96,4567.67,4709
2025-09-10 12:45:00-04:00,4567.67,4568.33,4549.24,4550.74,6023
2025-09-10 13:00:00-04:00,4550.74,4553.43,4537.65,4542.58,7013
2025-09-10 13:15:00-04:00,4542.58,4551.27,4537.49,4550.42,5270
2025-09-10 13:30:00-04:00,4550.42,4559.6,4546.18,4558.33,8677
2025-09-10 13:45:00-04:00,4558.33,4568.42,4555.52,4557.89,7874
2025-09-10 14:00:00-04:00,4557.89,4575.96,4557.89,4570.1,9144
2025-09-10 14:15:00-04:00,4570.1,4577.72,4566.95,4573.78,8766
2025-09-10 14:30:00-04:00,4573.78,4577.6,4564.73,4569.18,9800
2025-09-10 14:45:00-04:00,4569.18,4585.64,4567.12,4579.73,9769
2025-09-10 15:00:00-04:00,4579.73,4593.25,4575.02,4578.97,10137
2025-09-10 15:15:00-04:00,4578.97,4584.12,4568.93,4570.63,7997
2025-09-10 15:30:00-04:00,4570.63,4573.18,4553.02,4558.05,8842
2025-09-10 15:45:00-04:00,4558.05,4569.04,4550.63,4563.83,10876
2025-09-10 16:00:00-04:00,4563.83,4571.02,4551.28,4562.31,19148
2025-09-10 16:15:00-04:00,4562.31,4572.0,4560.05,4566.91,17095
2025-09-11 09:30:00-04:00,4563.82,4567.46,4522.68,4535.87,18647
2025-09-11 09:45:00-04:00,4535.87,4544.84,4513.45,4519.77,19750
2025-09-11 10:00:00-04:00,4519.77,4523.89,4505.62,4521.26,12834
2025-09-11 10:15:00-04:00,4521.26,4558.94,4518.55,4552.81,16844
2025-09-11 10:30:00-04:00,4552.81,4552.95,4534.72,4547.05,9299
2025-09-11 10:45:00-04:00,4547.05,4561.22,4544.58,4546.66,9804
2025-09-11 11:00:00-04:00,4546.66,4556.05,4543.8,4546.22,8450
2025-09-11 11:15:00-04:00,4546.22,4548.04,4539.43,4542.49,5769
2025-09-11 11:30:00-04:00,4542.49,4546.74,4517.43,4520.23,6272
2025-09-11 11:45:00-04:00,4520.23,4522.51,4491.63,4494.11,7193
2025-09-11 12:00:00-04:00,4494.11,4494.89,4469.55,4472.66,6128
2025-09-11 12:15:00-04:00,4472.66,4480.05,4470.86,4477.51,4495
2025-09-11 12:30:00-04:00,4477.51,4482.12,4475.2,4476.9,5858
2025-09-11 12:45:00-04:00,4476.9,4478.66,4472.6,4474.23,5251
2025-09-11 13:00:00-04:00,4474.23,4495.25,4470.99,4491.01,8015
2025-09-11 13:15:00-04:00,4491.01,4497.22,4486.64,4492.74,7155
2025-09-11 13:30:00-04:00,4492.74,4506.89,4491.72,4505.38,9354
2025-09-11 13:45:00-04:00,4505.38,4523.78,4500.13,4520.9,16060
2025-09-11 14:00:00-04:00,4520.9,4528.32,4518.8,4524.14,12221
2025-09-11 14:15:00-04:00,4524.14,4527.54,4507.46,4512.29,9588
2025-09-11 14:30:00-04:00,4512.29,4524.49,4508.5,4521.67,10017
2025-09-11 14:45:00-04:00,4521.67,4522.86,4515.26,4518.89,8611
2025-09-11 15:00:00-04:00,4518.89,4518.89,4500.66,4503.26,9243
2025-09-11 15:15:00-04:00,4503.26,4506.52,4495.47,4498.46,10413
2025-09-11 15:30:00-04:00,4498.46,4515.26,4497.24,4514.09,8921
